evaluations raw_y
1 32.0000000000
88 34.0000000000
206 36.0000000000
248 38.0000000000
559 40.0000000000
993 42.0000000000
2646 44.0000000000
5050 38.0000000000
evaluations raw_y
1 26.0000000000
5 28.0000000000
15 30.0000000000
18 34.0000000000
172 36.0000000000
229 38.0000000000
292 40.0000000000
473 42.0000000000
1081 44.0000000000
2105 46.0000000000
5050 32.0000000000
evaluations raw_y
1 20.0000000000
2 32.0000000000
84 34.0000000000
148 36.0000000000
239 38.0000000000
303 40.0000000000
1588 42.0000000000
2280 44.0000000000
5050 30.0000000000
evaluations raw_y
1 30.0000000000
26 32.0000000000
94 34.0000000000
243 36.0000000000
275 38.0000000000
567 40.0000000000
853 42.0000000000
1026 44.0000000000
5050 26.0000000000
evaluations raw_y
1 24.0000000000
2 28.0000000000
3 32.0000000000
81 36.0000000000
277 38.0000000000
379 42.0000000000
604 44.0000000000
3587 46.0000000000
5050 30.0000000000
evaluations raw_y
1 20.0000000000
2 26.0000000000
4 28.0000000000
12 32.0000000000
69 36.0000000000
216 38.0000000000
228 40.0000000000
312 42.0000000000
728 44.0000000000
5050 34.0000000000
evaluations raw_y
1 26.0000000000
2 30.0000000000
3 32.0000000000
83 34.0000000000
152 38.0000000000
181 40.0000000000
512 42.0000000000
582 44.0000000000
739 46.0000000000
5050 36.0000000000
evaluations raw_y
1 26.0000000000
4 30.0000000000
102 32.0000000000
117 34.0000000000
144 36.0000000000
259 38.0000000000
358 40.0000000000
397 42.0000000000
540 44.0000000000
2081 46.0000000000
5050 32.0000000000
evaluations raw_y
1 30.0000000000
44 34.0000000000
154 36.0000000000
351 40.0000000000
476 42.0000000000
960 44.0000000000
1442 46.0000000000
5050 26.0000000000
evaluations raw_y
1 28.0000000000
2 30.0000000000
6 36.0000000000
81 38.0000000000
296 40.0000000000
585 42.0000000000
625 44.0000000000
1120 46.0000000000
1455 48.0000000000
5050 26.0000000000
evaluations raw_y
1 22.0000000000
3 28.0000000000
16 30.0000000000
25 32.0000000000
171 34.0000000000
217 36.0000000000
428 38.0000000000
1059 40.0000000000
1919 42.0000000000
3064 44.0000000000
5050 38.0000000000
evaluations raw_y
1 36.0000000000
335 38.0000000000
566 40.0000000000
600 42.0000000000
906 44.0000000000
5050 24.0000000000
evaluations raw_y
1 24.0000000000
2 26.0000000000
6 30.0000000000
16 32.0000000000
25 34.0000000000
85 36.0000000000
128 38.0000000000
212 42.0000000000
444 44.0000000000
2381 46.0000000000
5050 30.0000000000
evaluations raw_y
1 28.0000000000
7 32.0000000000
85 36.0000000000
170 38.0000000000
324 40.0000000000
374 42.0000000000
948 44.0000000000
1134 46.0000000000
1882 48.0000000000
5050 32.0000000000
evaluations raw_y
1 22.0000000000
5 24.0000000000
6 26.0000000000
7 28.0000000000
10 30.0000000000
25 32.0000000000
64 34.0000000000
87 36.0000000000
276 38.0000000000
1201 40.0000000000
1597 42.0000000000
5050 32.0000000000
evaluations raw_y
1 28.0000000000
53 32.0000000000
64 34.0000000000
179 36.0000000000
368 38.0000000000
391 40.0000000000
650 42.0000000000
861 44.0000000000
5050 30.0000000000
evaluations raw_y
1 24.0000000000
2 28.0000000000
6 30.0000000000
8 32.0000000000
84 36.0000000000
358 38.0000000000
467 40.0000000000
1563 42.0000000000
3859 44.0000000000
5050 26.0000000000
evaluations raw_y
1 22.0000000000
2 26.0000000000
3 28.0000000000
7 30.0000000000
102 34.0000000000
265 36.0000000000
404 38.0000000000
617 40.0000000000
784 42.0000000000
826 44.0000000000
1662 46.0000000000
5050 30.0000000000
evaluations raw_y
1 26.0000000000
5 28.0000000000
9 30.0000000000
106 32.0000000000
108 36.0000000000
254 38.0000000000
421 40.0000000000
504 42.0000000000
1125 44.0000000000
2284 46.0000000000
5050 28.0000000000
evaluations raw_y
1 26.0000000000
7 30.0000000000
115 32.0000000000
151 34.0000000000
188 36.0000000000
247 38.0000000000
367 40.0000000000
480 42.0000000000
701 44.0000000000
979 46.0000000000
2439 48.0000000000
5050 32.0000000000
