evaluations raw_y
1 32.0000000000
55 34.0000000000
79 36.0000000000
122 38.0000000000
151 40.0000000000
416 42.0000000000
1272 44.0000000000
1889 46.0000000000
5016 46.0000000000
evaluations raw_y
1 20.0000000000
2 24.0000000000
3 26.0000000000
12 30.0000000000
19 32.0000000000
78 34.0000000000
125 36.0000000000
132 38.0000000000
1417 40.0000000000
1984 42.0000000000
5016 42.0000000000
evaluations raw_y
1 28.0000000000
41 32.0000000000
58 34.0000000000
96 36.0000000000
123 38.0000000000
127 40.0000000000
148 42.0000000000
261 44.0000000000
2594 46.0000000000
4664 48.0000000000
5016 48.0000000000
evaluations raw_y
1 22.0000000000
2 26.0000000000
12 28.0000000000
29 32.0000000000
55 34.0000000000
163 36.0000000000
212 38.0000000000
313 40.0000000000
570 42.0000000000
5016 42.0000000000
evaluations raw_y
1 26.0000000000
2 28.0000000000
15 34.0000000000
94 36.0000000000
99 38.0000000000
253 40.0000000000
2980 42.0000000000
5016 38.0000000000
evaluations raw_y
1 26.0000000000
2 28.0000000000
14 30.0000000000
33 34.0000000000
42 36.0000000000
84 38.0000000000
99 40.0000000000
144 42.0000000000
245 44.0000000000
2660 46.0000000000
5016 46.0000000000
evaluations raw_y
1 20.0000000000
2 26.0000000000
4 28.0000000000
36 36.0000000000
88 38.0000000000
159 40.0000000000
227 42.0000000000
5016 42.0000000000
evaluations raw_y
1 26.0000000000
23 28.0000000000
28 30.0000000000
33 32.0000000000
61 34.0000000000
77 36.0000000000
125 38.0000000000
182 40.0000000000
207 42.0000000000
1047 44.0000000000
3035 46.0000000000
5016 46.0000000000
evaluations raw_y
1 26.0000000000
3 28.0000000000
5 30.0000000000
23 32.0000000000
56 34.0000000000
82 38.0000000000
124 40.0000000000
145 42.0000000000
173 44.0000000000
1227 46.0000000000
5016 46.0000000000
evaluations raw_y
1 20.0000000000
2 24.0000000000
3 26.0000000000
6 30.0000000000
15 32.0000000000
40 38.0000000000
151 40.0000000000
192 42.0000000000
5016 40.0000000000
evaluations raw_y
1 26.0000000000
3 36.0000000000
71 38.0000000000
83 40.0000000000
102 42.0000000000
109 44.0000000000
151 46.0000000000
5016 44.0000000000
evaluations raw_y
1 22.0000000000
3 26.0000000000
5 28.0000000000
9 30.0000000000
24 32.0000000000
93 36.0000000000
171 38.0000000000
276 40.0000000000
506 42.0000000000
2567 44.0000000000
5016 44.0000000000
evaluations raw_y
1 20.0000000000
3 28.0000000000
4 30.0000000000
18 32.0000000000
26 34.0000000000
49 36.0000000000
56 38.0000000000
111 40.0000000000
119 42.0000000000
428 44.0000000000
5016 44.0000000000
evaluations raw_y
1 20.0000000000
5 22.0000000000
6 24.0000000000
8 26.0000000000
13 30.0000000000
63 32.0000000000
113 34.0000000000
146 36.0000000000
206 38.0000000000
1417 40.0000000000
1994 42.0000000000
5016 40.0000000000
evaluations raw_y
1 22.0000000000
3 34.0000000000
68 38.0000000000
92 40.0000000000
135 42.0000000000
290 44.0000000000
5016 44.0000000000
evaluations raw_y
1 26.0000000000
2 32.0000000000
14 34.0000000000
140 36.0000000000
173 38.0000000000
211 40.0000000000
1269 42.0000000000
5016 42.0000000000
evaluations raw_y
1 20.0000000000
2 24.0000000000
3 26.0000000000
4 30.0000000000
8 32.0000000000
52 36.0000000000
90 38.0000000000
137 40.0000000000
188 42.0000000000
267 44.0000000000
5016 44.0000000000
evaluations raw_y
1 28.0000000000
11 34.0000000000
69 36.0000000000
100 38.0000000000
133 40.0000000000
415 42.0000000000
5016 38.0000000000
evaluations raw_y
1 24.0000000000
2 28.0000000000
12 30.0000000000
30 32.0000000000
56 34.0000000000
157 38.0000000000
270 40.0000000000
612 42.0000000000
1417 44.0000000000
5016 44.0000000000
evaluations raw_y
1 28.0000000000
5 30.0000000000
6 32.0000000000
53 36.0000000000
74 38.0000000000
85 40.0000000000
97 42.0000000000
290 44.0000000000
5016 42.0000000000
